UID,NAME,MODEL,DESCRIPTION,PRICE,BRAND,SIZE,Age Group
75784C04,JORDAN   LITTLE KIDS SHOES,4QRJd8 ,"These Air Jordan 23s for little kids boast a vibrant, dynamic design with a mix of textures and a striking color scheme. Perfect for the young athlete, these shoes combine iconic Air Jordan styling with lightweight comfort and durable construction, ensuring all-day play. A must-have for the next generation of Jordan fans.",358170,Jordan,3,Kid
E118E598,JORDAN   LITTLE KIDS SHOES,GdHH0L ,"These Jordan 23-7 Little Kids' Shoes boast a vibrant, athletic design. The iconic Jumpman logo is prominently displayed against a dynamic color block pattern. Durable construction and comfortable cushioning are designed for young athletes, offering style and performance for active play.",175630,Jordan,"2, 3",Kid
7D62EE9E,JORDAN   LITTLE KIDS SHOES,M60KVs ,"These Jordan 23-7 Little Kids' Shoes boast a vibrant, playful design with a mix of textures and bold color blocking. Built for energetic young athletes, the durable construction and supportive cushioning ensure all-day comfort and performance on the court or playground. A miniature version of iconic Jordan style.",384860,Jordan,"1, 3",Kid
4B83C2BD,JORDAN   SE BABY TODDLER SHOES,9J4tN6 ,"Miniature Air Jordans! These toddler-sized Jordan 23s boast a vibrant, playful design, combining iconic Jumpman branding with a comfortable, supportive build perfect for tiny feet taking their first steps. Durable materials ensure lasting wear for active little ones. A must-have for young sneakerheads.",305030,Jordan,"4, 6, 7, 10, 11",Toddler
D8CE308F,JORDAN  RETRO BABY TODDLER SHOES,qFCwrl ,"These adorable Air Jordan 3 Retro toddler shoes boast a classic silhouette, miniaturized for tiny feet. Premium leather and vibrant color blocking deliver iconic style and comfort, ensuring your little one steps out in legendary footwear. Perfect for everyday adventures or special occasions.",326970,Jordan,"4,6",Toddler
0CA396EC,JORDAN  RETRO LITTLE KIDS SHOES,KBrsw3 ,"Miniature Air Jordan 3 Retro sneakers for little kids, boasting iconic elephant print detailing and vibrant color blocking. Premium materials ensure both style and durability for budding sneakerheads, offering comfort and classic Jordan heritage in a smaller size.",496960,Jordan,"1,2,3",Kid
E67616BA,JORDAN  RETRO SE LITTLE KIDS SHOES,tqc9Rp ,"These Air Jordan 3 Retro SE Little Kids' Shoes boast a vibrant, playful design, combining premium leather and textile uppers for comfort and durability. The iconic Jumpman logo and bold colorblocking make a statement, perfect for young sneakerheads who demand both style and performance. A must-have for mini sneaker collectors.",493060,Jordan,"1, 3",Kid
77D49321,JORDAN  RETRO SE TODDLER INFANTS SHOES,KhqJ64 ,"These Air Jordan 4 Retro SE Toddler shoes boast a vibrant, playful color scheme perfect for little sneakerheads. Premium materials and iconic design details combine comfort and style for tiny feet, ensuring a memorable first step into the Jordan legacy. A must-have for parents seeking stylish and durable footwear for their toddlers.",53680,Jordan,7,Toddler
3269B28E,JORDAN  RETRO LOW LITTLE KIDS SHOES,tljJ8M ,"Miniature Air Jordan 5 Retros, boasting a sleek low-top design, offer iconic style for young sneakerheads. Premium leather and signature details like the mesh side panels and sculpted midsole deliver both comfort and legendary Jumpman flair. Perfect for the next generation of Air Jordan fans.",473520,Jordan,"1, 2",Kid
777D495E,JORDAN  RINGS BABY TODDLER SHOES,kkc2pB ,"These adorable Jordan 6 Rings toddler shoes boast a miniature version of the iconic design, featuring premium leather and a vibrant color scheme. Perfect for mini-sneakerheads, they offer comfort and style for tiny feet, letting your little one step out in legendary footwear.",56210,Jordan,"6, 8, 11",Toddler
AE0669FA,JORDAN  RINGS BIG KIDS SHOES,fMSFMP ,"Dominating the court in style, these Air Jordan 6 Rings Big Kids' Shoes boast a vibrant color-blocked design, premium leather, and iconic Air cushioning. A perfect blend of heritage and modern flair for young athletes seeking superior performance and undeniable swagger.",111450,Jordan,"1,2,3",Kid
F3630338,JORDAN  RINGS BIG KIDS SHOES,t0Sp8C ,"Dominating the court in style, these Air Jordan 6 Rings boast a vibrant, multi-textured upper, showcasing a bold color-blocking design. Built for young athletes, their durable construction and iconic Jumpman branding ensure all-day comfort and legendary performance. A perfect blend of heritage and modern flair.",183620,Jordan,"1, 2",Kid
5F6055C2,JORDAN  RINGS MENS SHOES,2VAD3Y ,"The Air Jordan 6 Rings, a testament to Michael Jordan's six NBA championships, boasts a sleek, predominantly black design accented with metallic detailing. Its premium leather construction promises durability, while the visible Air unit ensures superior cushioning for the discerning basketball enthusiast or sneakerhead.",158850,Jordan,"4, 5, 8, 10",Adult
EDB9F0F4,JORDAN  RINGS MENS SHOES,nSNjrf ,"The Air Jordan 6 Rings men's shoe boasts a sleek, modern design incorporating iconic elements from six championship-winning Air Jordans. Premium leather and a sculpted midsole deliver both style and superior comfort, perfect for the discerning sneakerhead or basketball enthusiast seeking a heritage-inspired performance shoe.",198190,Jordan,5,Adult
9248118F,JORDAN  RETRO BABY TODDLER SHOES,TBsXXk ,"Miniature Air Jordan 7 Retro sneakers for toddlers, boasting iconic Jumpman branding and a vibrant color scheme. Premium materials promise comfort and durability, making these a stylish and playful first step into the world of Jordan. Perfect for the little sneakerhead.",402470,Jordan,6,Toddler
E80BA9D0,JORDAN ACCESS MENS SHOE,5Jm9bC ,"The Air Jordan Access boasts a sleek, modern design with a breathable mesh upper and supportive overlays. Its clean lines and versatile color palette appeal to both casual wearers and sneakerheads. The comfortable cushioning and durable outsole make it ideal for everyday use and light activity.",167370,Jordan,"4, 6, 7, 8, 12",Adult
974F8707,JORDAN DELTA  LOW BIG KIDS SHOES,DrhKd6 ,"The Jordan Delta 3 Low Big Kids' Shoes boast a futuristic, streamlined design with layered textures. Bold overlays meet a breathable mesh upper, offering lightweight comfort and support for active young athletes. Its vibrant color blocking and iconic Jumpman logo make a statement on and off the court.",148370,Jordan,3,Kid
F3C1AE4B,JORDAN DELTA  LOW MENS SHOES,wNhSB4 ,"The Air Jordan Delta 3 Low boasts a sleek, low-profile design, blending premium leather and textile uppers for breathable comfort and a sophisticated aesthetic. Its unique tooling and visible Air unit provide responsive cushioning, ideal for everyday wear or casual outings. The versatile colorways cater to a fashion-conscious, athletic audience.",232650,Jordan,"4, 10, 11",Adult
89349482,JORDAN DELTA  LOW MENS SHOES,Zcx4B1 ,"The Jordan Delta 3 Low, a stylish men's sneaker, boasts a futuristic design with layered textures and a bold color-blocking scheme. Its breathable upper, React foam cushioning, and durable outsole ensure comfort and performance, ideal for everyday wear or casual outings. A blend of modern aesthetics and innovative technology makes it a standout choice.",476730,Jordan,"6, 8",Adult
54C8E267,JORDAN DELTA  MID MENS SHOES,gq5dw5 ,"The Jordan Delta 3 Mid boasts a futuristic, layered design, blending smooth leather with breathable textile. Its chunky, sculpted midsole offers superior cushioning, perfect for everyday wear or stylish urban adventures. A bold color-blocking scheme adds a modern, eye-catching touch, appealing to sneakerheads and fashion-conscious individuals.",172900,Jordan,10,Adult
B0319949,JORDAN DELTA  NITRO LOW MENS SHOES,Gb5PxP ,"The Jordan Delta 3 Nitro Low men's shoe boasts a futuristic, low-profile design with layered, breathable uppers and vibrant color blocking. Its React Nitro foam cushioning ensures exceptional comfort and responsiveness, ideal for the modern, style-conscious athlete or sneakerhead seeking all-day wearability and bold aesthetics.",149400,Jordan,"4, 6, 8, 12",Adult
5A9E31FB,JORDAN DUB ZERO LITTLE KIDS SHOES,xgPRCg ,"These Jordan Dub Zero Little Kids' shoes boast a vibrant, miniature replica of the iconic Air Jordan design. Premium materials and a snug fit ensure comfort and style for young sneakerheads, making them a perfect gift or everyday wear for active kids. The bold color scheme commands attention.",101860,Jordan,"1, 2",Kid
8A213E96,JORDAN GRANVILLE PRO MENS SHOES,88RllS ,"The Jordan Granville Pro, a sleek, low-profile skate shoe, boasts a premium suede upper for durability and a refined aesthetic. Its vulcanized sole provides superior board feel, while subtle branding maintains a clean, sophisticated look perfect for the discerning skater. Ideal for street skating and everyday wear.",368440,Jordan,"5, 7, 9, 12",Adult
0C63D633,JORDAN GRANVILLE PRO SP MENS SHOES,5PSSwV ,"The Jordan Granville Pro SP men's shoe boasts a sleek, low-profile design with premium leather and suede overlays. Its vibrant color blocking and exposed stitching add a modern touch, while the durable outsole ensures superior court performance. Ideal for basketball players seeking style and function.",286700,Jordan,"5, 7, 9, 12",Adult
2AA1ED01,JORDAN JUMPMAN TEAM II MENS SHOE,GrWxfR ,"The Air Jordan Jumpman Team II boasts a sleek, modern design with premium leather and textile overlays. Its vibrant color blocking and Jumpman logo command attention, offering superior comfort and court performance for the discerning basketball player or sneakerhead. A versatile style ideal for both on and off the court.",45710,Jordan,10,Adult
444BD59D,JORDAN MAX AURA  BABY TODDLER SHOES,5WQ0cz ,"Miniature Air Max comfort meets iconic Jordan style in these toddler kicks. The vibrant color-blocking and breathable mesh upper ensure all-day playfulness. Durable outsoles provide grip, while the Air Max unit offers cushioning for tiny feet. Perfect for active toddlers who demand both style and comfort.",106100,Jordan,5,Toddler
844C5801,JORDAN MAX AURA  BIG KIDS SHOES,c9CX99 ,"The Jordan Max Aura 4 Big Kids' Shoe boasts a sleek, futuristic design with layered synthetic uppers and visible Max Air cushioning for superior comfort and impact protection. Its vibrant color blocking and bold branding appeal to young athletes seeking style and performance. Perfect for active play and everyday wear.",332960,Jordan,"1, 2",Kid
BEB95898,JORDAN MAX AURA  LITTLE KIDS SHOES,S7BmgV ,"The Jordan Max Aura 4 Little Kids' Shoes boast a vibrant, sporty design with a breathable mesh upper and supportive overlays. Their lightweight build and visible Air Max cushioning prioritize comfort and playful energy for active young athletes. Bold color blocking and iconic Jordan branding add a cool, stylish touch.",70340,Jordan,"1, 2",Kid
87D3162A,JORDAN MAX AURA  MENS SHOES,sDVD5R ,"The Jordan Max Aura 4 boasts a sleek, modern design with breathable mesh and supportive overlays. Its vibrant color blocking and visible Air Max unit deliver both style and exceptional cushioning for the performance-minded individual seeking a versatile, everyday sneaker. Ideal for active lifestyles and casual wear.",110350,Jordan,"5, 10",Adult
ECD7A13A,JORDAN NU RETRO  LOW BIG KIDS SHOES,V3v0Wt ,"These Jordan Nu Retro 1 Low Big Kids' Shoes boast a sleek, minimalist design with premium leather and textile uppers. The iconic Air Jordan branding is subtly incorporated, offering classic style with modern comfort for young athletes and sneakerheads. Perfect for everyday wear or the court.",354380,Jordan,"1, 2",Kid
A3A18DBA,JORDAN NU RETRO  LOW MENS SHOES,L6Xk8z ,"Sleek and modern, the Jordan Nu Retro 1 Low boasts a minimalist design with premium leather and suede overlays. Its low-profile silhouette offers comfort and style for everyday wear, appealing to sneakerheads and fashion-conscious individuals seeking a sophisticated take on a classic. The subtle branding elevates its understated elegance.",36230,Jordan,"5, 10, 11",Adult
DDAF8270,JORDAN ONE TAKE  BASKETBALL SHOES,1kGWDg ,"The Air Jordan 1 Take 4 boasts a futuristic, layered design in a striking colorway. Premium leather and textile combine for superior comfort and durability. Its innovative cushioning and responsive sole provide peak performance on the court, ideal for serious basketball players seeking both style and unmatched athleticism.",273700,Jordan,"4, 7, 8, 9, 10",Adult
76C4793F,JORDAN PRO STRONG MENS SHOES,Nt7HpB ,"Dominating in style and performance, the Jordan Pro Strong boasts a bold, sculpted design with premium leather and synthetic overlays. Its aggressive traction pattern ensures superior court grip, ideal for serious basketball players seeking both durability and a powerful aesthetic. A true statement shoe.",53330,Jordan,7,Adult
63F4C01A,JORDAN RETRO  SE BABY TODDLER SHOES,H2swf8 ,"These adorable Jordan Retro 3 SE toddler shoes boast a vibrant, playful colorway, perfect for mini sneakerheads. Premium leather and suede construction ensures comfort and durability, while the iconic Jumpman logo adds a touch of heritage cool. Ideal for active little ones, these shoes blend style and function effortlessly.",97030,Jordan,"5, 10",Toddler
